"county_fips","Date","totamt_any_3day","totamt_er_3day","admit_any_3day","admit_er_3day","all_er_3day","mort_3day","age_group"
5119,"15Sep2013",56469724.5982316,8995981.28298146,5082.19623853367,2468.60886204419,3461.26728291751,88.6148741763793,"age65"
12087,"29Nov2001",18272776.732332,9512820.96187999,1719.31488555286,1411.79203898794,4564.83238582257,20.951778810898,"age65"
36109,"03Jun1999",13009882.1223821,57717520.0247068,1853.23629899865,1852.23629899865,5341.61331073256,34.596110182476,"age65"
4007,"21Jul2010",49021344.2291724,35463995.2691963,1024.97709029658,716.672216281484,4491.80858869009,54.1180553274981,"age65"
55125,"05Feb2007",46314710.3041585,20584123.9651481,4381.00676080174,1853.07946133685,4821.34949701639,205.868320374897,"age65"
37133,"16Nov2004",24416176.6883438,15177532.5937612,2382.55353506894,623.501767081141,3524.78459074111,71.0612310877523,"age65"
39111,"29Oct2011",37267764.2865209,25353015.5881036,2869.28211890127,1567.77633554567,4947.4516059355,32.0812460403126,"age65"
20133,"04Dec2006",18185112.7580236,12223379.0751631,2400.51975960977,2068.78012749507,4626.30675719585,104.813917077374,"age65"
39007,"26Feb2000",86039889.2916654,16506959.0043269,2826.58925014221,2532.72643563229,3750.85842645454,122.402812444525,"age65"
29021,"15Nov2007",42010270.0549173,6200500.35854369,3998.21963634746,1444.59826137993,3022.49293045472,92.5236331177236,"age65"
54107,"05Aug2009",38594566.5726379,32382170.7146543,3089.83949407789,1538.02830344916,3096.94311658835,109.317526002089,"age65"
29003,"19Dec2001",25430634.0577052,18638108.0108548,2077.9135399054,1963.12782797579,4368.2025334218,166.612493495535,"age65"
37037,"25May2012",25224699.6474168,10667535.5123677,4462.44143674843,385.618309569066,3137.07538048258,120.053214391336,"age65"
39091,"19Dec2013",22368781.221387,15300301.2090208,4247.89724553134,2119.7504293344,2502.08627437366,116.35331705256,"age65"
24021,"12Nov2011",37713055.7374939,15029623.5228708,2891.50248161057,1510.33562966268,6752.23741010127,18.1493698456207,"age65"
37095,"20Dec2001",44147858.0597607,16717113.6487642,2682.6544706071,1332.88085558134,4256.56254784123,101.61386773695,"age65"
40143,"13Apr2007",18331854.6077219,14195647.1733269,3449.35085583713,2386.53643109438,4295.58632404668,99.8841280414041,"age65"
26157,"04Jun2006",31587056.9088078,12153531.2850181,4194.90612234253,1880.48769188214,4580.94613184257,143.713101024076,"age65"
45003,"07Feb1999",23691691.7890291,31213515.7274169,2659.791733996,850.80171119092,4350.75717178158,38.9302144181602,"age65"
1089,"25Nov2005",39974412.0476287,26692385.542979,2707.81986700364,1807.26427872187,5188.35772280872,242.699697171008,"age65"
29091,"23Jan2007",30442376.1831423,5504382.88260046,2388.59792102917,1450.82911042808,5206.89596115536,41.7082343964688,"age65"
20161,"22Jun2009",27579607.4812595,15993902.801457,4634.23668465416,1036.22658742373,4007.61279698974,52.6825865882917,"age65"
39167,"27Dec2009",22223050.1681025,8757635.05151883,1717.6486388125,1578.46802942519,4086.98012051538,81.0349347078812,"age65"
40135,"13Sep1999",44151562.1098876,7900397.98851812,1754.65169845946,829.542789183074,3892.3978593648,26.8422228428407,"age65"
8031,"21Oct2009",33011054.1143632,14479315.4718908,2594.81662836669,1576.5152039381,4580.83081072679,210.070202463083,"age65"
47031,"28Sep2010",40135709.055277,8456588.20077352,3351.07660577325,593.465601203721,4088.93021905828,9.90823733085917,"age65"
46103,"11Jul2006",30550576.9737057,11165080.2236148,2965.38225817267,1392.99333502516,2789.70340104958,14.4168198973724,"age65"
51510,"14Jul2013",28742563.175582,17627742.1631252,2787.52989666353,1729.76591344547,1730.76591344547,28.3833277155862,"age65"
32510,"05Jun2000",20887961.5260992,13151470.9710019,3197.04776561631,465.466669608145,4809.90565442045,49.9758689745948,"age65"
38053,"20Dec2001",34693374.4134692,12158752.5212839,5674.94407494577,2055.0975186021,5202.92132794512,84.5582722957443,"age65"
5045,"25Jul2009",14677523.9737446,5013935.89121962,1914.18249203962,1220.95260578859,3147.26255460574,325.48757735374,"age65"
16009,"10Mar2011",29057530.0801715,6860164.28698779,2059.42090879586,1672.88572259643,5461.85915234245,110.477755397399,"age65"
35029,"24Oct2001",32606609.0572059,19942354.5453631,4305.03908108409,1234.68369253956,3045.2838482353,15.4613394848401,"age65"
28035,"21Sep2004",26100064.8718252,8444029.89950443,1801.18654189649,1489.62541125324,3892.7836856742,185.415666954694,"age65"
17115,"06Apr2011",33942956.3755646,7968202.57727353,3391.27148491201,1740.59517293192,3411.09462453652,62.9310797165242,"age65"
22077,"12May2006",26331293.1607502,12041755.8545585,4458.71405307794,1100.26606636201,3037.25467707621,1990.04073403733,"age65"
56035,"29Oct2007",23513355.1574145,10309951.0981601,2274.67454500208,2273.67454500208,5398.85318876673,21.7856876673452,"age65"
30063,"09Apr2012",35507742.20167,22187526.233588,3101.15914228794,1427.70886750463,6045.56393766862,72.1594228668045,"age65"
29093,"16Sep2007",25728190.968658,16668904.0119887,2658.26895652934,1349.24953024745,4548.94764405054,17.1459878351952,"age65"
49057,"14Dec2011",19473645.3696439,13248124.5982089,2152.74006957591,368.512194446693,3585.0486478682,55.402198092246,"age65"
27095,"15Nov2001",38811447.7976803,22627789.3000421,5008.18034407678,477.360038521722,3744.79092193087,33.8553915150253,"age65"
48027,"05Jan2001",24118223.884543,20731777.0058169,3990.06947599624,1397.91612980017,2098.49448244945,13.3598808136644,"age65"
39145,"05May1999",22976648.1933706,10785468.5821767,5881.28300487477,1734.09312214293,3656.5042992948,119.048323007319,"age65"
1125,"19Jul2013",20297109.7754572,21058632.5894547,2196.22160615879,0.547413392894214,3022.76811438788,33.3043420423084,"age65"
39153,"26Nov2007",14458477.9612109,11104624.2296248,3684.588377653,1245.13743587066,4118.90230605908,81.4779209451541,"age65"
24019,"25Aug2006",33451155.26157,12654704.6331963,4803.1852372328,1898.25498028683,5252.40242668356,155.130141049067,"age65"
28047,"09May2011",23967298.1435619,26271557.8238905,3153.814607871,721.64337439484,5114.76445203905,53.322108866793,"age65"
42007,"13Apr2002",14919686.1753378,22970444.5401479,3012.93921737458,466.250526985094,3887.36233304691,28.0822241149393,"age65"
47025,"04Nov2012",29286320.0042287,14286837.8592914,3477.63528965909,194.813097719961,2726.69063337609,4.89629713832808,"age65"
18105,"20Feb2008",58187094.175718,18415669.0199074,3983.5792758896,2336.57091410009,3865.43523528486,16.6158249860634,"age65"
24005,"09Jun2011",62721132.7482953,19721773.1747031,3923.89675547915,2407.93294337377,2981.85103663172,39.3383193515081,"age65"
37033,"08Apr2007",35321734.0970381,34978797.8911142,3327.17185615962,933.57998829688,3033.37544903656,167.359484244777,"age65"
6027,"24Jan2008",24750486.4425645,20594000.0597053,5222.932667527,1018.17054978257,3296.95101892694,91.6703536454615,"age65"
38057,"09Mar2011",37643844.4160257,6177504.62530067,4316.76729394892,2481.42966713745,3722.19268928684,184.210411618653,"age65"
1051,"16Jul2006",24678455.7286474,11441563.184641,3011.65049644214,1850.80683487498,4610.76134825487,101.378062140909,"age65"
8085,"07Feb2007",25136919.0809168,16162613.9752645,2574.33324438496,1631.58023398845,6126.27852166034,314.670031049761,"age65"
40043,"03Jun2003",21818056.3835184,4901343.13079585,3308.9032259356,2328.43336932951,4059.13971172195,13.8580917752531,"age65"
4017,"23Jun2003",24905437.5055269,8951878.5431933,3953.05204144996,1657.3186718197,2834.65689522351,3.96544368828447,"age65"
53005,"29Dec1999",26859636.1757102,15211969.8208818,1594.86773203758,1206.20067627851,3275.23799612687,194.73764865686,"age65"
1117,"22Oct2001",24565883.0154933,23612851.632758,2882.2663179937,2881.2663179937,5242.25724975892,38.0476653619871,"age65"
36109,"19Jun2003",28688652.1724372,9513166.08839632,4584.43324561424,1419.22434295065,4478.07059946327,32.6904381955469,"age65"
51161,"13Oct2013",26372168.4657394,27536061.0566244,4668.79905661938,3359.60795559948,3824.88133502139,189.040355594185,"age65"
38059,"25May2011",23974835.7462913,15274302.5074607,6109.68635243957,1660.33575941138,3022.45401076676,315.168705905026,"age65"
22011,"13Jan2002",13987389.0256366,21998372.5113032,2790.51461874369,645.230109236667,4394.7166747883,7.24930650809956,"age65"
45023,"29Apr2012",24611528.1061255,8676751.14479147,4510.37838108248,1486.08105218952,6290.02753858005,170.861767296357,"age65"
29099,"02Nov2000",18516301.3770389,9345694.21369341,3033.95688731311,1390.02437349325,4829.5098013364,77.196638910057,"age65"
54025,"20May2002",47704193.6917062,14535432.3835796,2433.46410074215,193.732676262222,4243.78062659984,31.6978409578601,"age65"
55141,"17Jul2011",30270149.146744,11711033.3312086,4544.39080185863,1120.69160489634,4008.73571689771,199.359042393639,"age65"
6057,"02Aug2009",12658907.534919,8584961.46648151,2323.62430836351,2252.45327563575,4198.08256496877,40.2280367198027,"age65"
26105,"10Aug2012",42528690.2353906,12524411.9737463,3963.3193815719,1091.55746158371,4682.75456760554,117.458372917815,"age65"
29019,"07Oct2011",37049802.7008912,13257654.4908822,2157.63397926967,2156.63397926967,4994.28849293067,79.0120458405605,"age65"
21037,"01Sep2002",18090310.0608239,12217358.2142792,2582.58520853294,2181.64399714734,3792.00087038593,11.5040844989232,"age65"
39147,"16Oct2004",33785467.8824966,12914902.1594358,3449.95729762293,2195.16091166031,4188.69635289167,187.861418322864,"age65"
34019,"21Jan2008",38193933.9433198,19965268.834068,5426.1479416328,1962.84005519642,3550.03275956945,67.3329867047365,"age65"
48339,"17Oct2012",42895017.2683369,14374673.9284633,3221.81730571921,3220.81730571921,3438.6155622183,20.7606922917374,"age65"
18173,"15May2002",46637595.9510562,4483551.67156496,1929.15658466847,1928.15658466847,4258.5433076241,242.660485798257,"age65"
27027,"27Nov2006",14579687.7463841,10913324.3165519,3339.58478103699,0,5884.58775164339,229.786213903499,"age65"
48029,"25Sep2001",21349659.110139,6932027.26770385,2238.09000212434,1121.97010995901,4704.30877532329,31.6031281472499,"age65"
6085,"04May2011",75386991.0952457,18552598.2866282,3375.09349063959,1970.13836909439,7304.00111708288,314.541481048902,"age65"
35001,"23Mar1999",40494895.5587042,16744264.5496313,1676.44501281919,1675.44501281919,3275.52585863005,102.467441061838,"age65"
21149,"12Feb2012",27893321.4540613,7408921.74913955,3021.32845914618,1639.92237732613,4252.20571143321,6.39242172638291,"age65"
4003,"10May2012",45655612.0212439,8696441.02949808,5196.534863619,2103.34512760514,5048.44765427765,15.996925210566,"age65"
39085,"25Aug2000",51376085.1567589,8207901.62951132,2061.96532172331,1944.80346497948,3107.3210478404,11.0205564923268,"age65"
42071,"18Oct2008",47252303.5109383,13580407.8063435,3641.60962981617,2655.72019812056,2656.72019812056,57.4561755771708,"age65"
46103,"28Jun2011",23308364.3651334,9457478.30884061,4254.35576964121,1890.00702376508,3444.95080059253,123.910153415391,"age65"
16011,"16Aug2003",25847626.6691898,15470277.7086547,3061.2001109057,1015.0946472494,5427.02586234546,31.9440017469752,"age65"
48349,"07Jul2007",47948613.3291632,8966827.98720784,2981.86673995864,723.735634843644,4752.97438637295,707.198840991725,"age65"
29037,"05Jan2007",34881335.2474995,21022612.2310741,1632.0043933194,1631.0043933194,3676.25529723218,1551.1644620104,"age65"
26049,"06Apr2004",31274744.0577825,13958769.8292116,3920.91332466484,1566.51375214616,5812.40249308391,60.6116229087898,"age65"
48485,"28Oct2001",47799796.1590022,6027558.37168151,2589.29773914464,1300.08566357631,3697.05319146919,81.3001212569703,"age65"
13095,"01Dec2011",24751189.8507897,65204243.0021739,4719.05267665978,3029.87106163767,3120.38541231448,91.4218146817984,"age65"
17049,"26Apr2005",19586038.3899677,7057064.67561016,3245.9594373579,2157.81669778852,3954.17410542723,55.0467087404989,"age65"
6027,"23Aug2013",30687780.3828262,6350255.87401378,4450.33380763409,517.635654498039,4709.16632348277,317.293292992271,"age65"
36021,"09Dec2011",17444460.2782239,14505020.7873023,3979.49368853933,683.030418388457,4617.68270154059,11.2448743707616,"age65"
35027,"24Aug2003",25483513.5647419,7380475.71277693,3416.57141577612,771.29780130258,3306.6465887403,22.5767727192553,"age65"
54009,"12Sep2002",43531070.6375235,15627113.3526625,5087.16255106774,1949.08518003323,1950.08518003323,465.74185162974,"age65"
53001,"24Jun2001",46814114.4251775,11718875.201406,3973.19881699762,2434.6013929294,3450.4346237366,82.5434047802536,"age65"
20087,"09Aug2004",25897970.6628436,8260944.48827666,5288.19606540418,1307.39873177154,2565.70927735982,1321.23509040373,"age65"
26111,"26Apr2012",32004972.6592606,12436838.7205058,2649.57859315992,1553.23472351579,4532.96041983386,21.3113906665194,"age65"
39121,"06Apr2005",44365169.4012802,11663055.4305406,3401.99982768297,0,3958.97978177529,504.203965191029,"age65"
40143,"17Jul2000",33649195.5791659,4840282.46627907,2168.34946527719,1798.030516332,3511.81963948029,22.4943647110303,"age65"
8093,"17Nov2001",21227238.2340801,7446867.43704904,1758.03557743151,1281.02342055847,3110.89079213709,79.2936404239444,"age65"
8085,"05Nov2006",16569842.79503,9339233.95279394,4604.3211492082,1615.67612342083,7177.17582995127,36.3049356530625,"age65"
23011,"26Jun2005",47922434.2212427,12142022.0158812,3225.16964511198,897.458394977752,4382.37694651611,209.244251678046,"age65"
5107,"20Jul2005",32865888.7952371,24134959.4931201,3573.98672864566,1231.83329506809,3417.12165889917,70.7711061076868,"age65"
53039,"13Aug2013",18074677.0656299,11263351.2660836,4207.79631018466,1886.62170069021,3573.76029565456,21.6607229564621,"age65"
38057,"27May2009",60324331.4131302,20209236.71943,3407.61086875401,1402.28796270238,2449.3236568717,172.618670213581,"age65"
40017,"22Nov2006",21208939.1940618,22431555.3805447,1633.75438750703,1632.75438750703,4363.46872490985,20.2876293110739,"age65"
55141,"07Mar2000",52523439.0425542,9534351.20973676,4710.15085052372,956.645016985634,2711.06113027271,4.45829136192637,"age65"
49005,"05Jun2012",44898262.6254721,16219871.848633,3332.11630737945,1691.63651431193,4052.87385958048,76.9830214153868,"age65"
22017,"02Aug2005",53286102.5753274,5739483.11004386,3375.92368510264,400.963564269161,3112.58456603918,272.676750944545,"age65"
41039,"24May2004",40576146.6739369,19798160.9882858,4066.47094410725,1433.07703917992,5632.17965621999,864.4576465331,"age65"
24023,"29Nov2010",40610066.9392107,5835964.22612809,2340.99426057267,791.908127208833,3894.72552205385,96.6789053617826,"age65"
35039,"30Jul2001",54374657.3602283,16066159.9139061,3502.32773666118,1811.44231462505,4414.93405699875,98.5272237415671,"age65"
26145,"27Jun2003",20172390.5802176,9987181.52193458,2852.50716544657,2357.19715402699,5616.96109320034,21.4668148843847,"age65"
18169,"03Jul2012",24110086.7823234,7556314.33732294,3712.33947788873,385.102297750577,2846.89820940462,277.29584003987,"age65"
55009,"04Aug2003",24738795.1933498,11019536.7927908,3642.59924249563,1846.21008756258,4390.71400354928,33.8005409579875,"age65"
56025,"21Jan2002",34871299.9875125,19128087.3707647,4143.3442257553,2126.74039270126,4176.60404498804,58.6609082931604,"age65"
17119,"02Aug2001",44207237.3137687,10112783.7892789,2997.10075259892,2691.78176453896,3385.37517541019,8.35261916730371,"age65"
39089,"29Jan2001",19022383.8615007,31472773.2037479,3250.90146377113,2700.96550591747,5361.32668253352,23.2535370941522,"age65"
36079,"21Feb2005",47899133.3464504,16022931.1834773,3350.33878732093,1820.4702253453,3035.03058743153,117.251260781187,"age65"
47037,"17Sep2008",26249748.0520311,8300220.22691702,2212.83889455287,785.605206454227,3974.36811625996,126.698875732592,"age65"
51775,"26Mar2006",51298332.2347732,13205641.9409706,2383.27357449549,2382.27357449549,2383.27357449549,11.5912876810848,"age65"
23013,"02Mar2011",17494177.7203523,13322395.4073153,2043.91380223438,2042.91380223438,3234.31814374554,10.6412821433603,"age65"
6105,"22Jul1999",18336388.5693077,10217555.4418049,2355.37486802184,1651.74728673146,3418.83339140159,74.1053560824387,"age65"
39035,"04Jun1999",26445835.9197449,2845562.02600848,5158.25680584964,2080.14159432829,3365.73138639607,0.801687154077462,"age65"
21127,"21May2007",69766488.8144637,12697449.0089313,5340.7029904062,2859.75678201882,5452.03693775214,3.63704305932825,"age65"
17083,"04Sep2005",26523742.0266667,6451010.1137121,4248.73027347057,334.288464958718,3394.89429789389,9.41138839728483,"age65"
16085,"22Aug2001",38266896.5183782,62108200.4545173,3952.3773901161,2611.635185533,2612.635185533,82.7079155099512,"age65"
4009,"05Jan2002",32442740.6521159,17660157.842822,2628.48171841741,1988.94638670773,4937.92427817598,7.50058110656941,"age65"
6113,"16Feb2001",27575692.038274,7814114.93155704,5401.92182860306,746.152852488015,4515.15169837943,80.7549485364394,"age65"
12117,"05May2012",37628847.6525105,9594471.39583655,3418.00457682466,1663.98810939807,2094.64260262694,20.181747241677,"age65"
5089,"21Aug2004",27224694.7918362,15268645.1486571,3759.10650892879,2301.80474822246,3475.36386407677,47.8313101881724,"age65"
13319,"04Feb2000",43141352.9735676,17403226.6553293,4210.94871218665,1005.86611062975,6101.97426866897,64.7272345520782,"age65"
48113,"06Jul2007",39377614.9630798,17901244.2122638,3463.16143621907,2635.50664917536,4511.20117176826,8.07747507789711,"age65"
10001,"10Oct2000",17704391.0453011,6796935.36901739,3084.53847089474,1868.88596272224,5069.30088129854,416.119480240929,"age65"
12086,"03Nov2003",63835677.6637331,5284480.73172871,2731.27983700552,589.111460470631,4098.15290614669,7.83892276922543,"age65"
21071,"22Jul2012",49485079.62673,14649503.2954137,1921.15621764509,991.985115235822,4463.2321079206,147.521226768063,"age65"
27163,"15Apr2003",35802570.4480448,41414837.7761666,3343.4630887716,1834.17277680781,5469.85481031944,34.6330812107046,"age65"
36061,"02Dec2013",28889778.6251289,14917886.7916285,1995.42155251138,1994.42155251138,6062.82770183002,13.1283487912781,"age65"
12059,"24Jan1999",37115766.0195578,16399523.7542407,3242.97323895075,1480.25857332047,2953.63272201516,2.40298933349652,"age65"
37173,"19Jun2003",30031259.0764101,10936892.3119033,3429.8574342101,2283.08342776387,3666.97082005479,19.0542414960443,"age65"
37119,"22Oct2011",25995448.9524141,26376524.7702568,5195.39046771521,796.875344826784,4332.81008660524,283.63563228145,"age65"
31031,"07Apr2002",41925232.4516946,10284658.0287501,3633.1604127708,1463.47588526584,2867.62450120565,159.196266485478,"age65"
13121,"28Sep1999",31842006.913477,7861646.43708622,2551.16642483543,1058.00536748527,3609.59052261816,6.61262929510439,"age65"
16037,"30Nov2008",46175349.3668202,7901963.55653689,3588.44104407882,1216.88295032662,2266.24407162974,45.4029703271779,"age65"
49057,"20Mar2001",44678867.3174269,19686112.2399111,2777.13996516324,121.032180444695,3126.39108799266,74.0399962033476,"age65"
48367,"12Jun2003",27523840.8266925,5467535.25968358,2653.08303161188,1222.25956500098,3612.65830161205,83.2996360633694,"age65"
37101,"22Feb2011",38209179.0549426,14038603.7499168,1587.04047769563,1586.04047769563,6375.98289779122,338.569036132075,"age65"
40019,"07Apr2005",16073777.554593,8626817.94026802,3839.48079400208,578.545282284498,3751.23971446035,4.88887245247553,"age65"
53059,"14Dec2001",30679159.6442061,10213340.7265845,2999.18368623106,1543.69255121625,2610.67893808981,23.3810334167773,"age65"
26145,"16Jul2008",30162563.1608844,5144531.59237311,2285.1269331351,1580.37357808143,1581.37357808143,71.4600919102053,"age65"
34003,"27Nov2007",43203784.8054314,7624658.71530536,2678.294054583,1215.99131755983,2959.10930253598,16.4068698051667,"age65"
9005,"20Dec2005",39726716.043359,26389916.7351136,1830.54484568272,1829.54484568272,5148.01253486122,138.454213044174,"age65"
49053,"18May2012",22387347.7329693,5911063.32417906,3260.02726275372,1387.04732687744,5513.49926791569,152.691960149047,"age65"
17019,"11Jul2006",26071141.1526349,17871819.4629933,2026.96853423638,2025.96853423638,4183.4445727227,45.7341324343052,"age65"
39139,"18Apr2008",13718857.1412499,16528882.9434232,2804.05825621365,1521.22296744625,3851.3303578903,19.008256238967,"age65"
29021,"24Nov2010",25188532.8666695,15446159.2545304,3765.38474375779,1549.00202813622,6144.82292996871,110.222201640184,"age65"
51107,"30Jul2003",15926485.9499504,5929777.89334891,1964.84913298274,1413.1890135953,2941.02183432784,139.351078402781,"age65"
40047,"25May1999",20368748.7811684,19439691.9168434,4696.22112247442,969.103109654012,3549.14690295983,328.194815815718,"age65"
13113,"10Jun2013",72572812.7747534,8413476.93980642,3248.81660514632,1296.34252081628,5278.83279342868,55.7962596094151,"age65"
13077,"28Nov2007",30301915.0864951,15694424.3099501,3383.17639763544,1313.71566086221,5160.75783479468,23.2204152471549,"age65"
37081,"09Jun2010",38442698.0635441,15651915.8869727,3583.68707636612,1049.2386313201,2952.41173737293,924.933372277145,"age65"
26047,"17Sep2005",33637407.2220658,7082358.7161893,3113.43978611341,1682.83663564844,3457.42936628832,443.269049803961,"age65"
38057,"31Aug2006",79366684.8540825,12625396.658457,3435.97268181464,2245.16256377005,6262.78029323426,571.932967023162,"age65"
1109,"25Dec2008",47865495.4312517,7166588.6365614,1622.18612868324,1397.77377562371,3335.28996059003,214.230295984157,"age65"
17197,"04Jul2000",62481511.8871294,30631226.4696019,3817.65479589153,859.2140484548,4020.00239934692,61.3967217997191,"age65"
39145,"28Dec2013",19045095.5865103,15477935.2804576,4086.36255397357,1445.59736098629,4026.33074255039,219.355752312827,"age65"
45085,"14Jul2006",22670073.2816214,15901230.2471623,1022.66047704936,1021.66047704936,5836.74937920133,53.0208503585878,"age65"
17065,"21Oct2002",56848565.0128787,21941658.1397127,3557.16125112904,1552.56488514523,2828.74186869749,47.0914885734155,"age65"
27095,"29Sep2013",23848548.1287736,12859418.4039191,2890.20506788222,2086.73846722319,4737.51465119276,173.698976284223,"age65"
53025,"15Jun2009",42040252.7144778,8070114.51536774,3939.30623073492,1355.42290791284,6117.35405634437,163.928935910543,"age65"
56003,"01Apr2001",25396018.4972724,8250585.06898105,3718.07133763541,1093.87785969575,4011.13287165544,24.6695190970301,"age65"
8003,"20Jun2010",20453516.6590645,4948683.63474833,5112.5076170687,1910.31448078228,3421.75939095664,172.890854590837,"age65"
21235,"12Aug2006",23117091.2604863,5505013.91983831,3877.02495388926,874.558044263812,3462.99292631842,81.3069822605856,"age65"
26047,"09Feb2011",44339929.3117527,12602587.2026717,3761.99572819747,1642.74978095943,3697.99244541285,65.9729896814376,"age65"
21177,"18May1999",20909064.8422568,7417333.26738321,5107.21103984666,645.878537020563,3354.47674197454,216.758097273785,"age65"
